Year,ICD10 Code,ICD10 Diagnosis,Diagnosis Type,Metric,Sex,Value,Method,16 and Over,16-24,25-34,35-49,50-59,60 and Over,All Pharmacotherapy Prescriptions,Nicotine Replacement Therapy (NRT) Prescriptions,Bupropion (Zyban) Prescriptions,Varenicline (Champix) Prescriptions,Net Ingredient Cost of All Pharmacotherapies,Net Ingredient Cost of Nicotine Replacement Therapies (NRT),Net Ingredient Cost of Bupropion (Zyban),Net Ingredient Cost of Varenicline (Champix),"Tobacco Price
Index","Retail Prices
Index",Tobacco Price Index Relative to Retail Price Index,Real Households' Disposable Income,Affordability of Tobacco Index,Household Expenditure on Tobacco,Household Expenditure Total,Expenditure on Tobacco as a Percentage of Expenditure,mortality_target
2012/13,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Male,24600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Male,3100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Male,3400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Male,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Male,1800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Male,5100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Male,2600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Male,43900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Male,20800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,26600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,45500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,4300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Male,9900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Male,5700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Male,1800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Male,5900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Male,2500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Male,1000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Male,6400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Male,1700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Male,.,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Number of admissions,Female,5452315,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,Female,723009,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Number of admissions,Female,791327,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,Female,273740,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,Female,371044,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,Female,669566,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,Female,37739,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,Female,5755,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,Female,8273,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,Female,794,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,Female,6776,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,Female,17928,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,Female,4481,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,Female,5550,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,Female,10624,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,Female,4233,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,Female,16426,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,Female,2648,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,Female,60619,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,Female,82845,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,122926,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,89913,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,17121,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,Female,53185,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,Female,2745,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,Female,3635,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,10870,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,18216,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,Female,3647,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,Female,76686,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,Female,47796,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,Female,11578,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,All codes,All admissions,All admissions,Attributable number,Female,173000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-D48,All cancers,All cancers,Attributable number,Female,47500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,Female,63700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,Female,40300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,Female,9100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,Female,27500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,Female,4900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C32,Larynx,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C53,Cervical,Cancers which can be caused by smoking,Attributable number,Female,800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C67,Bladder,Cancers which can be caused by smoking,Attributable number,Female,5100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C16,Stomach,Cancers which can be caused by smoking,Attributable number,Female,600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,Female,2600,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,Female,900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,Female,2100,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,Female,46300,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,Female,15200,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,12200,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,16200,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,3000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,Female,7000,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,Female,1500,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,Female,400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,Female,4900,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,Female,2800,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,Female,1400,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,Female,7200,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Attributable number,Female,4700,,,,,,,,,,,,,,,,,,,,,,,,0
2012/13,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Attributable number,Female,500,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,All codes,All admissions,All admissions,Number of admissions,,10164003,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C33-C34 & C00-C14 & C15 & C32 & C53 & C67 & C64-C66 & C68 & C16 & C25 & C80 & C92 & J40-J43 & J44 & J10-J18 & I00-I09 & I26-I51 & I20-I25 & I72-I78 & I60-I69 & I71 & I70 & K25-K27 & K50 & K05 & H25 & S72.0-S72.2 & O03,All diseases which can be caused by smoking,All diseases which can be caused by smoking,Number of admissions,,1562569,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C00-D48,All cancers,All cancers,Number of admissions,,1532698,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J00-J99,All respiratory diseases,All respiratory diseases,Number of admissions,,490804,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I00-I99,All circulatory diseases,All circulatory diseases,Number of admissions,,893156,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Number of admissions,,1362664,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Number of admissions,,84241,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Number of admissions,,20109,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C15,Oesophagus,Cancers which can be caused by smoking,Number of admissions,,28923,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C32,Larynx,Cancers which can be caused by smoking,Number of admissions,,4586,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C53,Cervical,Cancers which can be caused by smoking,Number of admissions,,7083,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C67,Bladder,Cancers which can be caused by smoking,Number of admissions,,83963,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Number of admissions,,14632,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C16,Stomach,Cancers which can be caused by smoking,Number of admissions,,20124,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C25,Pancreas,Cancers which can be caused by smoking,Number of admissions,,24531,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C80,Unspecified Site,Cancers which can be caused by smoking,Number of admissions,,8963,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Number of admissions,,40136,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Number of admissions,,5508,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Number of admissions,,108359,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Number of admissions,,145419,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,265235,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,277560,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Number of admissions,,41486,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Number of admissions,,105488,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Number of admissions,,12067,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Number of admissions,,9366,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Number of admissions,,22596,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Number of admissions,,30389,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Number of admissions,,5732,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Number of admissions,,118410,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,S72.0-S72.2,Hip Fracture 55+,Other diseases which can be caused by smoking,Number of admissions,,65608,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,O03,Spontaneous Abortion,Other diseases which can be caused by smoking,Number of admissions,,12055,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,All codes,All admissions,All admissions,Attributable number,,459700,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C00-D48,All cancers,All cancers,Attributable number,,163700,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J00-J99,All respiratory diseases,All respiratory diseases,Attributable number,,121300,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I00-I99,All circulatory diseases,All circulatory diseases,Attributable number,,136400,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K00-K93,All diseases of the digestive system,All diseases of the digestive system,Attributable number,,18300,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C33-C34,"Trachea, Lung, Bronchus",Cancers which can be caused by smoking,Attributable number,,68500,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C00-C14,Upper Respiratory Sites,Cancers which can be caused by smoking,Attributable number,,13300,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C15,Oesophagus,Cancers which can be caused by smoking,Attributable number,,19300,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C32,Larynx,Cancers which can be caused by smoking,Attributable number,,3700,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C53,Cervical,Cancers which can be caused by smoking,Attributable number,,800,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C67,Bladder,Cancers which can be caused by smoking,Attributable number,,34100,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C64-C66 & C68,Kidney and Renal Pelvis,Cancers which can be caused by smoking,Attributable number,,3700,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C16,Stomach,Cancers which can be caused by smoking,Attributable number,,4300,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C25,Pancreas,Cancers which can be caused by smoking,Attributable number,,5900,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C80,Unspecified Site,Cancers which can be caused by smoking,Attributable number,,3200,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,C92,Myeloid Leukaemia,Cancers which can be caused by smoking,Attributable number,,6800,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J40-J43,Chronic Obstructive Lung Disease,Respiratory diseases which can be caused by smoking,Attributable number,,4700,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J44,Chronic Airway Obstruction,Respiratory diseases which can be caused by smoking,Attributable number,,84800,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,J10-J18,"Pneumonia, Influenza",Respiratory diseases which can be caused by smoking,Attributable number,,31800,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I00-I09 & I26-I51,Other Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,38600,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I20-I25,Ischaemic Heart Disease,Circulatory diseases which can be caused by smoking,Attributable number,,64100,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I72-I78,Other arterial disease,Circulatory diseases which can be caused by smoking,Attributable number,,7200,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I60-I69,Cerebrovascular Disease,Circulatory diseases which can be caused by smoking,Attributable number,,17000,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I71,Aortic Aneurysm,Circulatory diseases which can be caused by smoking,Attributable number,,7400,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,I70,Atherosclerosis,Circulatory diseases which can be caused by smoking,Attributable number,,2000,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K25-K27,Stomach / Duodenal Ulcer,Digestive diseases which can be caused caused by smoking,Attributable number,,11100,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K50,Crohns Disease,Digestive diseases which can be caused caused by smoking,Attributable number,,4900,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,K05,Periodontal Disease / Periodonitis,Digestive diseases which can be caused caused by smoking,Attributable number,,2400,,,,,,,,,,,,,,,,,,,,,,,,0
2011/12,H25,Age Related Cataract 45+,Other diseases which can be caused by smoking,Attributable number,,12600,,,,,,,,,,,,,,,,,,,,,,,,0
